Campaign,Ad group,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Avg. CPC,CTR,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - Genetic Testing - Sol8,mental health,May-23,22/05/2023,genetic testing for mental health medication,clarityx,USD,1,1,0.01,100.00%,0.01,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Apr-23,24/04/2023,best genetic testing for psychiatric medications,swab test for mental illness medications,USD,2,1,3.17,50.00%,3.17,0,0,0, , 
SS - Competitors,Genesight,Apr-23,17/04/2023,genesight psychotropic test,genesight psychotropic,USD,8,1,1.26,12.50%,1.26,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetics test,pgx testing,USD,58,1,1.81,1.72%,1.81,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,9/01/2023,pharmacogenetics testing,pharmacogenomics testing at home,USD,1,1,8.95,100.00%,8.95,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,13/03/2023,dna test for medication,cheek swab test for medication,USD,3,1,6.93,33.33%,6.93,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,27/03/2023,genetic testing depression,depression genetic testing,USD,8,1,2.73,12.50%,2.73,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,27/03/2023,genetic testing depression,genetic testing for depression,USD,17,4,4.26,23.53%,17.04,0,0,0, , 
SS - Competitors,Genesight,Apr-23,24/04/2023,genesight test,genesight,USD,"1,184",42,2.52,3.55%,105.95,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,23/01/2023,dna testing for psychiatric drugs,dna test for mental illness,USD,4,5,3.97,125.00%,19.83,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,20/03/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,210,29,4.57,13.81%,132.5,299.25,1,2.26,132.5,299.25
SS - Genetic Testing TROAS,antidepressants,Feb-23,6/02/2023,genetic testing for psychotropic medications,psychotropic test,USD,3,1,1.85,33.33%,1.85,374.25,1,202.3,1.85,374.25
SS - Genetic Testing - Sol8,mental health,Mar-23,27/02/2023,genetic testing for mental health medication,genetic test for antidepressants,USD,3,2,8.91,66.67%,17.81,299.25,1,16.8,17.81,299.25
SS - Genetic Testing TROAS,medication,Feb-23,6/02/2023,genetic test for medication,genetic test for medication,USD,29,3,4.4,10.34%,13.2,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,27/03/2023,genetic test for medication,genetic medicine testing,USD,1,1,3.15,100.00%,3.15,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,13/02/2023,genetic testing for psychotropic medications,genetic testing for psychotropic medications,USD,13,2,8.13,15.38%,16.25,374.25,1,23.03,16.25,374.25
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,16/01/2023,pharmacogenomic testing,quest pharmacogenomics,USD,2,1,2.35,50.00%,2.35,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,30/01/2023,genetic medication testing,test for medication sensitivity,USD,1,1,4.96,100.00%,4.96,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic medication testing,gene insight test,USD,2,1,3,50.00%,3,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,10/04/2023,dna test antidepressants,genetic depression test,USD,3,3,2.12,100.00%,6.36,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,27/03/2023,dna test for antidepressants,genetic testing for mental health medications,USD,1,1,3.15,100.00%,3.15,374.25,1,118.81,3.15,374.25
SS - Genetic Testing TROAS,medication,Jan-23,2/01/2023,genetic medication testing,best pharmacogenetic testing companies,USD,3,1,3.73,33.33%,3.73,0,0,0, , 
SS - Genetic Testing TROAS,bipolar,Mar-23,20/03/2023,genetic testing for bipolar medication,genetic testing for bipolar medications,USD,2,2,4.41,100.00%,8.82,0,0,0, , 
SS - DNA Testing A,Psych Meds,Apr-23,17/04/2023,dna testing for psychiatric drugs,genetic testing for mental health medications,USD,5,1,10.66,20.00%,10.66,259.35,1,24.33,10.66,259.35
SS - Genetic Testing - Sol8,mental health,May-23,1/05/2023,genetic testing for mental health medication,mental health genetic testing,USD,9,1,4.59,11.11%,4.59,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,20/02/2023,genetic testing for mental health medication,cheek swab medication test,USD,1,1,2.27,100.00%,2.27,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,1/05/2023,pharmacogenetics test,genetic testing for drug metabolism,USD,5,1,3.98,20.00%,3.98,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,23/01/2023,pharmacogenomic test,dna test for medications,USD,1,1,2.91,100.00%,2.91,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,23/01/2023,dna test for medication,dna testing for medication,USD,20,1,6.75,5.00%,6.75,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,27/02/2023,genetic testing for medication adhd,genetic testing adhd,USD,5,1,5.91,20.00%,5.91,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,2/01/2023,dna test for psych meds,mental health swab test,USD,2,1,4.57,50.00%,4.57,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,13/03/2023,dna medical testing for medications,best genetic testing for medication,USD,2,1,3.99,50.00%,3.99,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,20/03/2023,adhd genetic testing,genetic testing for adhd medications,USD,2,1,3.68,50.00%,3.68,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics testing,pharmacogenetics testing,USD,21,1,4,4.76%,4,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,16/01/2023,dna pharmacogenetic testing,pharmacogenetic testing,USD,90,3,3.56,3.33%,10.67,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,20/02/2023,genetic testing for antidepressant response,test to find the right antidepressant,USD,2,1,5.36,50.00%,5.36,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,16/01/2023,pgx genetic testing,pgx test,USD,28,1,3.47,3.57%,3.47,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,15/05/2023,pharmacogenetics test,dna testing for medications,USD,1,1,6.05,100.00%,6.05,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,23/01/2023,pgx genetic testing,pgx dna testing,USD,1,1,1.57,100.00%,1.57,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Jan-23,16/01/2023,genetic testing for adhd medication,adhd genetic testing for medication,USD,6,3,7.06,50.00%,21.19,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,10/04/2023,pharmacogenomics testing,genetic swab test for medication,USD,1,1,3.38,100.00%,3.38,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,24/04/2023,genetic testing for mental health medication,alzheimer's gene test,USD,6,1,2.98,16.67%,2.98,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,13/03/2023,genetic testing for antidepressants,blood test for antidepressants,USD,14,1,8.86,7.14%,8.86,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,3/04/2023,pharmacogenomic testing,pharmacogenomic testing companies,USD,2,1,1.07,50.00%,1.07,0,0,0, , 
SS - Competitors,Genesight,Mar-23,13/03/2023,genesight.com,genesight adhd,USD,6,1,9.39,16.67%,9.39,0,0,0, , 
SS - Competitors,Genesight,Jan-23,23/01/2023,genesight.com,genesight testing for psychiatry,USD,1,1,4.49,100.00%,4.49,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Jan-23,9/01/2023,genetic testing for antidepressant response,test to see which antidepressant works best for you,USD,3,1,2.15,33.33%,2.15,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,30/01/2023,blood test for antidepressant,blood test for mental health medication,USD,2,1,9.21,50.00%,9.21,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,16/01/2023,dna test antidepressants,genetic test depression,USD,2,2,0.9,100.00%,1.79,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,6/03/2023,dna testing for psychiatric drugs,dna test for mental disorders,USD,6,2,7.92,33.33%,15.83,0,0,0, , 
SS - DNA Testing A,medication,May-23,22/05/2023,dna test for medication,dna test for medication,USD,43,3,7.66,6.98%,22.99,0,0,0, , 
SS - DNA Testing B,adhd,Apr-23,24/04/2023,dna swab test for ADHD medication,genetic testing for adhd medications,USD,3,1,19.59,33.33%,19.59,0,0,0, , 
SS - Competitors,Genesight,Feb-23,30/01/2023,genesight psychotropic test,genesight testing for psychiatry,USD,5,1,4.83,20.00%,4.83,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,genetic testing for medications,USD,46,10,8.09,21.74%,80.86,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,saliva test for antidepressants,USD,9,4,9.78,44.44%,39.12,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,13/03/2023,dna testing for psychiatric drugs,psychiatric dna test,USD,2,1,5.02,50.00%,5.02,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,2/01/2023,dna test antidepressants,gene testing for depression,USD,1,1,3.02,100.00%,3.02,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,6/02/2023,pharmacogenomics testing,blood test to see what medications work,USD,10,1,2.01,10.00%,2.01,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Mar-23,20/03/2023,best genetic testing for psychiatric medications,psychiatric genetic testing,USD,6,1,3.35,16.67%,3.35,259.35,1,77.42,3.35,259.35
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,16/01/2023,pharmacogenomic test,test to see what medications work for you,USD,5,1,3.51,20.00%,3.51,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,27/02/2023,dna test for medication,genetic testing medication metabolism,USD,3,1,7.04,33.33%,7.04,0,0,0, , 
SS - DNA Testing B,adhd,Apr-23,17/04/2023,dna swab test for ADHD medication,genetic test for adhd,USD,2,1,2.61,50.00%,2.61,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,23/01/2023,genetic testing for mental health meds,gene testing for mental health,USD,1,1,6.15,100.00%,6.15,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,17/04/2023,dna test for antidepressants,dna testing for antidepressants,USD,10,3,8.99,30.00%,26.97,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Mar-23,6/03/2023,best genetic testing for psychiatric medications,genetic testing psychiatry,USD,7,1,5.7,14.29%,5.7,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,2/01/2023,pharmacogenomic testing,drug gene testing near me,USD,1,1,7.07,100.00%,7.07,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,27/03/2023,genetic test for medication,pharmacogenetics tests,USD,3,1,2.34,33.33%,2.34,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,gene testing for medications,USD,7,1,6.43,14.29%,6.43,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,2/01/2023,genetic testing for mental health medication,saliva test for anxiety medications,USD,2,2,3.55,100.00%,7.09,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,30/01/2023,genetic medication testing,genetic testing for antidepressant medications,USD,2,1,2.71,50.00%,2.71,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,24/04/2023,genetic testing for antidepressant response,testing for antidepressants,USD,2,2,5.39,100.00%,10.78,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,17/04/2023,pharmacogenomics testing,pharmacogenomics tests,USD,1,1,7.43,100.00%,7.43,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,6/03/2023,dna test antidepressants,genetic depression test,USD,1,1,5.44,100.00%,5.44,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Mar-23,13/03/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,50,4,10.36,8.00%,41.43,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,24/04/2023,genetic testing for antidepressant response,swab for antidepressants,USD,1,1,1.92,100.00%,1.92,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,6/02/2023,dna test for medication,medical dna testing,USD,9,1,7.4,11.11%,7.4,0,0,0, , 
SS - DNA Testing B,adhd,May-23,15/05/2023,dna swab test for ADHD medication,dna test adhd,USD,2,1,5.88,50.00%,5.88,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,9/01/2023,dna pharmacogenetic testing,dna testing for pharmaceuticals,USD,1,1,4.59,100.00%,4.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,27/03/2023,pharmacogenomic testing,pharmacogenomic testing,USD,83,8,4.07,9.64%,32.52,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,2/01/2023,dna test for medication,dna testing for medication sensitivity,USD,7,1,3.31,14.29%,3.31,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic medication testing,best at home genetic testing for health,USD,7,1,13.02,14.29%,13.02,0,0,0, , 
SS - DNA Testing A,medication,May-23,1/05/2023,dna medical testing for medications,dna medical testing for medications,USD,2,1,6.62,50.00%,6.62,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,1/05/2023,pgx genetic testing,pgx medical,USD,1,1,2.84,100.00%,2.84,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,20/03/2023,pharmacogenomic testing for antidepressants,dna test for antidepressants,USD,2,1,4.16,50.00%,4.16,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,genetic testing mental health,USD,4,2,5.43,50.00%,10.85,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,13/02/2023,genetic testing for medication,genetic testing for psychiatric medications near me,USD,2,1,12.14,50.00%,12.14,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,schizophrenia genetic testing,USD,4,2,2.54,50.00%,5.08,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,test to see what medication works for you,USD,3,1,3.76,33.33%,3.76,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,16/01/2023,genetic testing for mental health medication,mental health genetic testing,USD,5,1,3.59,20.00%,3.59,0,0,0, , 
SS - DNA Testing B,depression,Jan-23,23/01/2023,depression dna test cheek swab,depression swab test,USD,1,2,5.61,200.00%,11.22,0,0,0, , 
SS - DNA Testing A,medication,May-23,22/05/2023,dna medications,dna swab for medication,USD,1,1,2.82,100.00%,2.82,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,27/02/2023,genetic medication testing,genetic medication testing,USD,27,1,3.13,3.70%,3.13,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,genetic medication testing,genelex testing,USD,3,1,3.73,33.33%,3.73,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,20/03/2023,genetic testing for antidepressant response,genetic testing for medication efficacy,USD,1,1,2.71,100.00%,2.71,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,9/01/2023,dna test antidepressants,genetic testing for anxiety medications,USD,1,1,2.55,100.00%,2.55,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,17/04/2023,dna testing for medication efficacy,genetic testing to determine medication,USD,1,1,7.51,100.00%,7.51,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,30/01/2023,dna test for medication,gene medication testing,USD,1,2,4.69,200.00%,9.38,0,0,0, , 
SS - Competitors,Genesight,Apr-23,17/04/2023,genesight.com,genesight adhd,USD,4,1,7.77,25.00%,7.77,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,gene psych testing,USD,2,1,3.68,50.00%,3.68,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,13/03/2023,Mental Health dna test,psych genetic testing,USD,2,1,5.95,50.00%,5.95,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,13/03/2023,genetic testing for medication adhd,genetic testing for adhd medicine,USD,2,1,1.34,50.00%,1.34,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,17/04/2023,dna medical testing for medications,blood test for medication compatibility,USD,6,1,5.01,16.67%,5.01,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,30/01/2023,dna testing for psychiatric drugs,dna testing for mental health,USD,3,1,15.11,33.33%,15.11,0,0,0, , 
SS - DNA Testing B,adhd,Jan-23,23/01/2023,dna swab test for ADHD medication,dna test adhd,USD,3,1,1.16,33.33%,1.16,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetics test,blood test for medication compatibility,USD,2,1,2.98,50.00%,2.98,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pharmacogenetic tests,pharmacogenomics testing at home,USD,3,1,12.75,33.33%,12.75,299.25,1,23.47,12.75,299.25
SS - Genetic Testing TROAS,depression,Jan-23,30/01/2023,genetic testing for mental health meds,genetic swab test for medication,USD,1,2,2.58,200.00%,5.16,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,30/01/2023,pharmacogenomics testing near me,pharmacogenomics testing near me,USD,18,1,4.01,5.56%,4.01,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,20/03/2023,genetic testing for mental health meds,genetic testing for mental health medications,USD,8,2,3.61,25.00%,7.22,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,genetic testing to see what medications work,USD,6,1,3.85,16.67%,3.85,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,gene site test,USD,1,1,2.37,100.00%,2.37,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,May-23,8/05/2023,genetic testing for mental health medication,testing for borderline personality disorder,USD,2,1,1.8,50.00%,1.8,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,27/02/2023,genetic test for antidepressants,test to see which antidepressant works best for you,USD,8,2,2.02,25.00%,4.04,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,16/01/2023,dna test for medication,gene swab test for depression,USD,2,1,2.96,50.00%,2.96,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,20/02/2023,dna test for medication,dna swab test for medication,USD,5,1,4.05,20.00%,4.05,299.25,1,73.89,4.05,299.25
SS - Genetic Testing TROAS,antidepressants,May-23,1/05/2023,genetic testing for antidepressants,blood test to see what antidepressant will work,USD,4,1,1.62,25.00%,1.62,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,27/02/2023,gene testing for medication,gene testing for medication,USD,57,3,7.72,5.26%,23.15,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,gene medication test,USD,3,1,0.89,33.33%,0.89,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,17/04/2023,blood test for antidepressant,blood test for ssri,USD,4,1,2.84,25.00%,2.84,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,9/01/2023,dna test antidepressants,dna testing for mental health medications,USD,2,1,17.58,50.00%,17.58,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,3/04/2023,dna test antidepressants,dna antidepressant test,USD,2,1,3.1,50.00%,3.1,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,23/01/2023,pharmacogenomic test,pharmacogenomics test,USD,13,2,2.14,15.38%,4.27,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,13/03/2023,dna pharmacogenetic testing,dna pharmacogenetic testing,USD,6,3,6.9,50.00%,20.69,299.25,1,14.46,20.69,299.25
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,genetic testing for ssri,USD,2,1,6.47,50.00%,6.47,0,0,0, , 
SS - Genetic Testing TROAS,depression,Feb-23,27/02/2023,genetic testing for mental health meds,genetic test for mental health medications,USD,1,1,4.19,100.00%,4.19,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,3/04/2023,dna medical testing for medications,genetic testing for medication,USD,9,2,6.43,22.22%,12.85,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,test for best antidepressant,USD,2,2,8.92,100.00%,17.83,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,genetic testing schizophrenia,USD,2,1,2.44,50.00%,2.44,0,0,0, , 
SS - Competitors,Genesight,Jan-23,23/01/2023,genesight test,genesight test,USD,199,10,3.34,5.03%,33.44,299.25,1,8.95,33.44,299.25
SS - Competitors,Genesight,Jan-23,30/01/2023,genesight test,genesight,USD,178,15,2.52,8.43%,37.77,0,0,0, , 
SS - DNA Testing B,adhd,Mar-23,20/03/2023,ADHD dna test psychiatry,dna test for adhd,USD,10,1,5.26,10.00%,5.26,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,16/01/2023,dna test for medication,genome testing for medication,USD,2,3,3.8,150.00%,11.39,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetics test,gene testing for medication,USD,5,1,2.3,20.00%,2.3,0,0,0, , 
SS - Brand,General Terms,Apr-23,17/04/2023,clarityx dna reviews,clarityx dna reviews,USD,14,4,2.48,28.57%,9.9,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,10/04/2023,blood test for antidepressant,blood work for antidepressants,USD,5,1,8.43,20.00%,8.43,0,0,0, , 
SS - Brand,Trademark,Apr-23,10/04/2023,ClarityX,clarityx,USD,103,37,1.25,35.92%,46.22,608.75,2,13.17,23.11,304.38
SS - Brand,Trademark,Mar-23,20/03/2023,ClarityX,clarityx,USD,58,27,1.39,46.55%,37.61,259.35,1,6.9,37.61,259.35
SS - DNA Testing A,antidepressants,Feb-23,20/02/2023,dna test antidepressants,dna test to determine antidepressant,USD,1,1,4.26,100.00%,4.26,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,30/01/2023,dna testing for psychiatric drugs,genealogy test for medication,USD,1,1,7.38,100.00%,7.38,0,0,0, , 
SS - DNA Testing B,Anxiety,Mar-23,6/03/2023,dna test for anxiety medication,genetic testing to see what medications work,USD,3,1,2.69,33.33%,2.69,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,30/01/2023,genetic testing for depression meds,antidepressant test,USD,4,1,2.31,25.00%,2.31,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pgx testing companies,pharmacogenetic testing companies,USD,2,1,1.22,50.00%,1.22,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,6/02/2023,genetic test for antidepressants,genetic test for antidepressants,USD,46,6,5.06,13.04%,30.35,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,3/04/2023,genetic testing depression,genetic test depression,USD,5,2,10.5,40.00%,21,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,30/01/2023,Mental Health dna test,medication dna test,USD,1,1,5.57,100.00%,5.57,299.25,1,53.73,5.57,299.25
SS - Genetic Testing - Sol8,mental health,Jan-23,9/01/2023,genetic testing for mental health medication,genetic testing medication,USD,8,1,3.19,12.50%,3.19,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetics test,pharmacogenetic testing,USD,217,12,4.82,5.53%,57.86,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,6/02/2023,dna test for medication,dna testing for medication,USD,31,5,4.96,16.13%,24.78,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,26/12/2022,dna test for medication,medication sensitivity testing,USD,1,1,2.39,100.00%,2.39,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,1/05/2023,pgx test,pgx testing near me,USD,8,1,4.74,12.50%,4.74,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,30/01/2023,genetic medication testing,genetic testing for pain management,USD,1,1,3.96,100.00%,3.96,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,13/03/2023,genetic testing for mental health medication,genetic testing ssri,USD,1,1,6.5,100.00%,6.5,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,23/01/2023,pharmacogenomic testing for antidepressants,dna test for antidepressants,USD,14,1,2.98,7.14%,2.98,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,13/02/2023,pharmacogenomics testing,pharmacogenomic tests,USD,5,1,2.23,20.00%,2.23,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,20/02/2023,best pharmacogenetic testing,best pharmacogenetic testing companies,USD,9,1,5.53,11.11%,5.53,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Jan-23,16/01/2023,genetic testing for psychiatric medications,genetic medication testing,USD,1,1,1.82,100.00%,1.82,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,30/01/2023,pharmacogenomic test,genetic testing for metabolizing medications,USD,1,2,12.17,200.00%,24.34,0,0,0, , 
SS - Genetic Testing - Sol8,Anxiety,Jan-23,2/01/2023,genetic testing for anxiety meds,genetic testing anxiety,USD,1,1,4.58,100.00%,4.58,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,9/01/2023,Mental Health dna test,dna test for antidepressants,USD,2,1,0.87,50.00%,0.87,0,0,0, , 
SS - Competitors,Genesight,Apr-23,3/04/2023,genesight testing,genesight testing at home,USD,6,1,5.33,16.67%,5.33,0,0,0, , 
SS - Competitors,Genesight,Apr-23,24/04/2023,genesight testing,genesight testing at home,USD,7,2,3.13,28.57%,6.25,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,26/12/2022,best pharmacogenetic testing,best pharmacogenetic testing,USD,3,1,6.28,33.33%,6.28,0,0,0, , 
SS - DNA Testing B,adhd,Mar-23,27/03/2023,dna swab test for ADHD medication,adhd dna testing,USD,2,1,4.88,50.00%,4.88,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,27/03/2023,dna medications,medication genetic testing,USD,4,2,3.97,50.00%,7.93,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomics testing,gene testing for medication,USD,6,1,2,16.67%,2,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,2/01/2023,Mental Health dna test,antidepressants dna test,USD,1,1,7.61,100.00%,7.61,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,test to see what medications work for you,USD,7,1,4.4,14.29%,4.4,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,20/02/2023,genetic test for medication,test for medication sensitivity,USD,1,1,6.98,100.00%,6.98,0,0,0, , 
SS - DNA Testing A,medication,May-23,22/05/2023,dna test for medication,dna tests for medications,USD,2,1,5.14,50.00%,5.14,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,30/01/2023,dna test for medication,dna medication testing,USD,3,2,4.92,66.67%,9.84,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,20/02/2023,Mental Health dna test,mental health genetic testing,USD,2,1,2.19,50.00%,2.19,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,10/04/2023,genetic testing for antidepressant response,gene site testing,USD,9,1,1.9,11.11%,1.9,0,0,0, , 
