Campaign,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics,pharmaco genetics,USD,3,1,1.62,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetic testing for depression,test to determine best antidepressant,USD,1,2,5.6,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test antidepressants,dna testing antidepressants,USD,1,1,4.32,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna testing for psychiatric drugs,blood test for mental health medication,USD,3,1,9.01,0,0,0, --, --
SS - DNA Testing A,Jan-23,26/12/2022,dna test for medication,pharmacogenetics testing near me,USD,2,1,5.68,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic medication testing,gene site test,USD,11,1,3.45,0,0,0, --, --
SS - Competitors,May-23,8/05/2023,genesight testing,genesight testing,USD,"1,313",148,372.48,561.38,1.5,1.51,248.32,374.25
SS - Genetic Testing - Sol8,Apr-23,24/04/2023,genetic testing for mental health medication,genetic testing for best ssri,USD,1,1,3.91,359.25,1,91.96,3.91,359.25
SS - DNA Testing B,May-23,22/05/2023,Mental Health dna test,genetic testing bipolar,USD,3,1,2.62,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for mental health medication,best genetic testing for psychiatric medications,USD,2,1,16.9,0,0,0, --, --
SS - DNA Testing B,Jan-23,16/01/2023,Mental Health dna test,genetic psychotropic testing,USD,2,1,5.87,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test for medication,genetic testing for medication effectiveness,USD,15,1,3.45,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for depression meds,blood test to see what antidepressant will work,USD,3,2,7.86,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing depression,genetic testing for best antidepressant,USD,2,1,3.19,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic testing for antidepressants,test to see what antidepressant will work,USD,10,4,13.34,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,27/03/2023,genetic testing for mental health medication,genetic testing for mental illness,USD,9,1,2.97,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,9/01/2023,genetic testing for mental health meds,genetic testing for anxiety medication,USD,2,2,17.26,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for antidepressants,genetic test to determine best antidepressant,USD,3,1,6.89,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenetics,psycho pharmacogenetic testing,USD,1,1,3.35,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,22/05/2023,genetic testing for adhd medication,genetic testing for adhd medications,USD,19,3,14.69,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,24/04/2023,pharmacogenetics testing,pharmacogenetic testing,USD,150,12,46.34,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test antidepressants,antidepressants genetic testing,USD,1,1,3.36,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna testing for psychiatric drugs,dna testing for mental health,USD,3,2,14.5,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic testing for bipolar medication,genetic testing for bipolar disorder,USD,7,2,5.69,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for mental health medication,genetic testing for mental health,USD,6,1,10.89,0,0,0, --, --
SS - DNA Testing B,Mar-23,13/03/2023,Mental Health dna test,antidepressant dna test,USD,1,1,13.54,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,best pharmacogenetic testing,best pharmacogenetic testing,USD,17,1,8.46,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,gene testing for medication effectiveness,USD,4,1,4.65,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,mental health medication genetic testing,USD,2,1,4.87,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,24/04/2023,genetic testing for mental health medication,genetic testing ssri,USD,3,1,5.83,0,0,0, --, --
SS - DNA Testing B,Feb-23,30/01/2023,Mental Health dna test,cheek swab for depression,USD,1,1,3.44,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,Mental Health dna test,gene psych testing,USD,4,2,10.57,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,6/03/2023,genetic testing for mental health medication,genetic testing for antidepressants,USD,32,6,33.74,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test antidepressants,cheek swab antidepressant,USD,1,1,10.45,0,0,0, --, --
SS - Competitors,Jan-23,23/01/2023,genesight test,genesight genetic testing,USD,7,1,2.53,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/03/2023,genetic testing for medication adhd,genetic testing for adhd medications,USD,1,1,2.23,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,gene testing for medication,gene testing for medication,USD,142,9,54.06,374.25,1,6.92,54.06,374.25
SS - Brand,Jan-23,16/01/2023,clarityx dna test,clarityx dna test reviews,USD,4,1,0.07,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,dna test for mental health medications,USD,2,1,1.06,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetics test,pharmacogenetic test,USD,10,1,1.52,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,gene testing for medication,genome test for medication,USD,1,1,6.79,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetics test,genetic testing for medication efficacy,USD,2,1,2.38,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenomic testing,pharmacogenetic testing for antidepressants,USD,1,1,10.46,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for medication,best genetic testing for psychiatric medications,USD,1,1,4.85,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pgx test,pgx lab test,USD,2,1,2,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test antidepressants,testing for antidepressants,USD,2,2,22.7,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna testing for psychiatric drugs,genetic testing for mental health medications,USD,1,1,4.48,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,24/04/2023,genetic testing for mental health medication,genome testing for medication,USD,2,1,7.64,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenomics testing,genetic testing for medication metabolism,USD,9,2,16.48,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test antidepressants,dna test for ssri,USD,1,1,4.56,0,0,0, --, --
SS - Brand,Jan-23,9/01/2023,clarity x dna,clarity x dna,USD,8,2,1.27,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,3/04/2023,genetic testing for mental health medication,blood test for mental health medication,USD,6,1,3.82,0,0,0, --, --
SS - Brand,May-23,1/05/2023,ClarityX,clarityx,USD,100,53,24.13,673.5,2,27.91,12.07,336.75
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenomics testing,genetic testing for medication efficacy,USD,12,6,12.72,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna test antidepressants,swab test for antidepressants,USD,1,1,5.12,0,0,0, --, --
SS - Competitors,Apr-23,17/04/2023,genesight testing,genesight,USD,59,2,7.17,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,spinocerebellar ataxia genetic testing,USD,1,1,8.48,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic medication testing,gene site test,USD,6,1,2.17,0,0,0, --, --
SS - Brand,Apr-23,24/04/2023,clarityx dna reviews,clarityx dna reviews,USD,15,4,24.93,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/02/2023,dna medical testing for medications,medication dna test,USD,1,1,4.65,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna medical testing for medications,dna medication test,USD,2,1,3.22,0,0,0, --, --
SS - DNA Testing A,Feb-23,13/02/2023,dna medical testing for medications,genetic testing for pain medications,USD,2,1,5.34,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenetics testing,pharmacogenetic testing,USD,208,17,90.24,374.25,1,4.15,90.24,374.25
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,psychiatric genetic testing,USD,17,1,14.58,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic testing for antidepressant response,genetic testing for psychiatric medications near me,USD,2,1,1.44,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,depression dna test swab,genetic test for depression,USD,6,1,1.86,0,0,0, --, --
SS - Genetic Testing - Sol8,Feb-23,20/02/2023,genetic testing for mental health medication,test to see what medications work for you,USD,12,3,7.92,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,adhd genetic testing,best genetic testing for adhd,USD,1,1,4.26,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,ADHD dna test psychiatry,genetic testing for adhd,USD,13,4,37.13,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic test for medication,genetic testing medication sensitivity,USD,3,2,13.21,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,genetic testing for psychiatric medications 2023,USD,3,1,4.36,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,27/02/2023,genetic testing for mental health medication,genetic testing for psychiatric medications,USD,4,1,6.92,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetic testing at home,pharmacogenomics testing at home,USD,9,1,5.22,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,Mental Health dna test,mental illness genetic testing,USD,4,2,12.48,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetics testing,pharmacogenetic testing,USD,110,9,37.45,598.5,2,15.98,18.72,299.25
SS - Competitors,Mar-23,6/03/2023,genesight test,gene sight test,USD,26,2,5.31,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test antidepressants,test to see what antidepressant will work,USD,3,1,6.78,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,23/01/2023,gene testing for medication,gene testing for medication,USD,142,6,33.18,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic testing for antidepressants,gene test for antidepressants,USD,6,1,5.01,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,21,1,5.83,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test for medication,dna medicine test,USD,1,1,3.35,0,0,0, --, --
SS - Competitors,Feb-23,30/01/2023,Tempus,ttempus,USD,1,1,4.77,0,0,0, --, --
SS - Competitors,Mar-23,6/03/2023,tempus genetic testing,tempus genetic testing,USD,20,1,10.4,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for mental health medication,genetic testing psychiatry,USD,3,2,9.02,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for antidepressant response,test to see which antidepressant works best,USD,1,1,4.33,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,13/03/2023,genetic testing for mental health medication,genetic testing for mental health medications,USD,5,2,10.85,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenetics test,pharmacogenetics test,USD,12,4,12.58,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,adhd genetic testing,adhd genetic testing,USD,26,4,23.49,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,blood test for antidepressant,ssri blood test,USD,4,1,3.21,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,best genetic testing for psychiatric medications,genetic testing for psychotropic medication,USD,1,1,7.48,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic testing for medication adhd,genetic testing for adhd medicine,USD,1,1,4.76,0,0,0, --, --
SS - Brand,Mar-23,27/03/2023,clarityx dna reviews,clarity x dna test reviews,USD,7,2,14.28,0,0,0, --, --
SS - Brand,Apr-23,10/04/2023,clarityx dna test,clarity x dna test reviews,USD,3,1,7.94,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic test,genetic test for medication,USD,3,1,4.96,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,24/04/2023,best pharmacogenetic testing,best pharmacogenetic testing companies,USD,4,1,4.89,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna medical testing for medications,dna medication test,USD,1,1,6.03,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenetics testing,pharmacogenetic testing antidepressants,USD,1,1,11.23,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,Mental Health dna test,genetic testing for psychiatric medications 2023,USD,3,2,9.86,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic medication testing,genetic testing for statin intolerance,USD,5,1,4.58,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna medical testing for medications,genetic testing to see what medications work,USD,1,1,3.25,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenomics testing,genetic test for medication,USD,4,1,3.67,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetic testing for depression,test to determine best antidepressant,USD,2,1,9.8,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna test for antidepressants,genetic testing for ssri response,USD,3,1,4.21,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic test for antidepressants,genetic test for antidepressants,USD,51,4,17.19,299.25,1,17.41,17.19,299.25
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic test for medication,medication sensitivity testing,USD,3,2,13.74,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,30/01/2023,genetic medication testing,test to see what medication works for you,USD,3,1,6.74,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna test for antidepressants,blood test for best antidepressant,USD,3,1,4.9,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing for antidepressants,ssri test,USD,4,1,3.62,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,31,3,13.57,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenomic test,blood test to see what medications work,USD,8,1,3.76,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing depression,genetic depression testing,USD,1,1,9.52,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic test for medication,gene testing for medications,USD,18,2,9.66,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,30/01/2023,genetic testing for depression meds,test to determine which antidepressant,USD,1,1,3.48,299.25,1,85.99,3.48,299.25
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenetic tests,genetic testing to see what medications work,USD,2,2,5.16,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic testing for mental health meds,genetic testing for mental health medications,USD,5,1,14.24,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic testing,genetic testing for prescriptions,USD,1,1,4.78,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,gene test for medication,USD,24,1,7.31,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic testing for adhd medication,genetic testing for adhd,USD,16,2,6.55,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,genetic testing depression,genetic testing depression,USD,13,1,3.79,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for anxiety meds,genetic testing for anxiety medication,USD,4,3,5.97,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,24/04/2023,pgx test,pharmacogenetic testing,USD,6,1,1.08,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,dna test for anxiety medication,dna genetic testing for medications,USD,2,1,4.52,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,Mental Health dna test,genetic testing for mental health,USD,15,2,22.49,0,0,0, --, --
SS - DNA Testing B,Jan-23,16/01/2023,Mental Health dna test,dna test for mental health medication,USD,1,1,8.24,0,0,0, --, --
SS - DNA Testing B,Jan-23,9/01/2023,Mental Health dna test,bipolar genetic testing,USD,12,1,4.99,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic testing for medication adhd,genetic testing for medication adhd,USD,4,1,3.55,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic test for medication,genetics testing for medications,USD,1,1,3.35,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetics,pharmacogenetics,USD,32,2,8.98,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna testing for psychiatric drugs,dna testing for mental disorders,USD,2,1,9.63,0,0,0, --, --
SS - DNA Testing A,Apr-23,27/03/2023,dna testing for psychiatric drugs,dna mental health testing,USD,1,1,2.23,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic medication testing,geno site testing,USD,4,1,2.46,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for antidepressants,dna testing for antidepressants,USD,10,1,14.07,0,0,0, --, --
SS - Competitors,Apr-23,17/04/2023,genesight test,gene sight test,USD,23,2,7.56,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,dna psychiatry,USD,1,1,5.35,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic test for medication,medication gene testing,USD,5,1,1.94,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics test,dna testing for medication,USD,6,1,8.59,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,27/03/2023,pharmacogenetics testing,pharmacogenetic testing,USD,19,1,3.2,0,0,0, --, --
SS - DNA Testing A,May-23,1/05/2023,blood test for antidepressant,blood work for antidepressants,USD,2,1,3.72,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,antidepressant genetic test,antidepressant cheek swab,USD,2,1,1.97,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test for medication,genetic testing for medication management,USD,1,1,7.51,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,genetic testing for antidepressants,test to see which antidepressant works best for you,USD,5,1,2.74,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetic testing for depression,genetic testing antidepressants,USD,2,1,1.99,0,0,0, --, --
SS - Competitors,Apr-23,24/04/2023,genesight testing,genesight testing reviews,USD,24,3,12.23,0,0,0, --, --
SS - DNA Testing B,Mar-23,13/03/2023,dna test for anxiety medication,test to see what medications work for you,USD,3,1,6.43,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,dna test for anxiety medication,geno testing for medications,USD,1,1,8.4,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenomics testing,gene test for medication,USD,11,1,6.17,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic testing for bipolar medication,genetic test for bipolar,USD,3,2,14.48,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic test for medication,blood test for medication levels,USD,1,1,1.5,0,0,0, --, --
SS - Brand,Apr-23,3/04/2023,clarity x dna reviews,clarity x dna reviews,USD,2,2,3.41,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,33,3,11.33,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing depression,genetic testing for depression,USD,20,3,17.81,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,blood test for antidepressant,blood test for mental health medication,USD,3,2,15.48,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenomics testing,drug dna test,USD,2,1,7.48,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenomics testing,pharmacogenomics dna testing,USD,2,1,7.03,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna test antidepressants,test for best antidepressant,USD,1,2,18.66,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test for antidepressants,dna test to find best antidepressant,USD,1,1,0.5,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,17,5,31.73,374.25,1,11.79,31.73,374.25
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic test for medication,medication gene testing,USD,3,1,3.94,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,swab test for medications,USD,10,1,2.19,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for medication efficacy,dna test for medication efficacy,USD,9,2,11.63,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test for antidepressants,dna testing for antidepressants,USD,7,2,19.22,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,dna pharmacogenetic testing,pharmacogenomics testing at home,USD,3,2,2.18,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,16/01/2023,pharmaco genetic testing,pharmacogenetic testing antidepressants,USD,1,1,3.17,0,0,0, --, --
SS - Competitors,Mar-23,13/03/2023,genesight test,genesight,USD,"1,008",31,73.38,299.25,1,4.08,73.38,299.25
SS - Genetic Testing - Sol8,Mar-23,20/03/2023,genetic testing for mental health medication,test to see which antidepressant works best for you,USD,4,2,7.24,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,genetic test for anxiety medication,USD,1,1,9.53,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,is there genetic testing for bipolar disorder,USD,2,1,3.31,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/03/2023,genetic medication testing,gene insight test,USD,1,1,4.67,0,0,0, --, --
SS - Brand,Feb-23,27/02/2023,clarityx dna,clarity dna,USD,1,1,2.01,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,genetic testing for medication effectiveness,USD,21,2,9.98,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for mental health medication,genetic testing for mental illness,USD,6,1,1.99,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,17/04/2023,genetic testing for mental health medication,blood test for mental health medication,USD,5,1,3.54,0,0,0, --, --
SS - DNA Testing A,Apr-23,24/04/2023,dna test antidepressants,dna test antidepressants,USD,5,1,6.42,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test antidepressants,test for antidepressants,USD,11,1,6.25,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,genetic testing for medications,USD,3,1,5.18,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,51,3,21.02,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,genetic testing for medication,USD,14,2,9.42,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic medication testing,psychiatric genetic testing,USD,2,1,10.36,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenomics testing,pharmacogenomics testing,USD,44,4,16.21,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenetics testing,pharmacogenetics test,USD,4,1,7.62,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmaco genetic testing,pharmacogenetic,USD,18,1,2.93,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenomic test,pharmacogenomics testing at home,USD,12,2,12.94,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for antidepressants,psychotropic genetic testing,USD,3,1,10.15,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,22/05/2023,genetic testing for antidepressants,blood test antidepressants,USD,1,1,5.53,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing for bipolar medication,genetic test for bipolar disorder,USD,1,1,3.45,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenomics testing,drug metabolism genetic testing,USD,4,1,4.07,0,0,0, --, --
SS - Competitors,Apr-23,10/04/2023,genesight test,genesight genetic testing,USD,15,1,1.1,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna testing for psychiatric drugs,dna test for mental health,USD,1,1,5.31,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,9/01/2023,genetic medication testing,genetic medication testing,USD,38,2,6.66,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetics test,dna drug metabolism test,USD,1,1,5.09,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,adhd genetic testing,genetic testing for adhd medications,USD,5,1,3.13,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna test for antidepressants,genetic testing for mental health medications,USD,9,1,3.43,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic test,pharmacogenomics testing,USD,45,8,25.48,374.25,1,14.69,25.48,374.25
SS - Genetic Testing - Sol8,Feb-23,20/02/2023,genetic testing for anxiety meds,anxiety genetic testing,USD,4,1,9.5,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,1/05/2023,genetic testing for mental health medication,test to see what antidepressant will work,USD,1,1,3.3,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic test for medication,blood test to see what medications work,USD,5,1,3.24,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,6/03/2023,genetic test for medication,pharmacology genetic testing,USD,1,1,3.56,0,0,0, --, --
SS - Competitors,Apr-23,3/04/2023,genesight.com,medinfo genesight com,USD,5,1,6.3,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,dna pharmacogenetic testing,genetic testing medication,USD,1,1,8.24,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test for medication,geno testing for medications,USD,8,1,7.28,0,0,0, --, --
SS - Genetic Testing - Sol8,Apr-23,24/04/2023,genetic testing for anxiety meds,genetic test for anxiety,USD,1,1,1.65,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetic tests,pharmacogenetic testing,USD,45,2,10.46,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,Mental Health dna test,dna test for mental health,USD,3,1,3.67,0,0,0, --, --
SS - DNA Testing A,Apr-23,24/04/2023,dna test for antidepressants,dna antidepressant test,USD,2,1,10.63,374.25,1,35.21,10.63,374.25
SS - Brand,Feb-23,13/02/2023,ClarityX,clarityx,USD,68,22,22.36,374.25,1,16.74,22.36,374.25
SS - DNA Testing A,Feb-23,13/02/2023,dna test for medication,cheek swab test for medication,USD,11,3,11,0,0,0, --, --
